sex age height weight bmi
0 148 153.4 50.3 21.38
0 241 168 81.3 28.81
0 197 172.2 76.7 25.87
1 112 128.5 41.6 25.19
0 160 161.3 40.5 15.57
1 111 127.3 27.8 17.15
1 74 130.9 25.9 15.12
0 32 96.9 14 14.91
0 38 90.7 13.5 16.41
0 125 148.6 43.3 19.61
0 114 137.7 32.9 17.35
0 156 165.5 50.7 18.51
1 196 160.8 49.5 19.14
1 236 173.9 74.3 24.57
0 173 164.4 53.4 19.76
1 190 158.7 49.4 19.61
0 41 96.4 13.1 14.1
1 45 101.8 17.4 16.79
0 197 161.1 84.34 32.5
0 136 140.1 33.6 17.12
1 225 173.2 93.3 31.1
0 56 105.2 17.5 15.81
1 172 162.5 52.2 19.77
1 217 159.6 127.3 49.98
0 32 94.7 14.7 16.39
0 167 158.3 49.7 19.83
0 192 160.2 65.8 25.64
1 147 152.1 50.4 21.79
0 193 171.3 57.2 19.49
0 202 169.1 90.4 31.61
1 193 163.1 76.5 28.76
0 100 127.2 27.5 17
0 174 170.2 46.9 16.19
0 144 144.5 35.44 16.97
1 39 100.7 17.1 16.86
0 28 89.7 12.7 15.78
1 193 174.4 67.6 22.23
1 164 140.4 28.6 14.51
0 166 166.7 51.1 18.39
1 116 146.4 47.8 22.3
0 191 175.3 73.8 24.02
0 84 126.6 25.44 15.87
0 177 178.4 89.6 28.15
0 36 94.7 13.7 15.28
0 178 141 30.1 15.14
0 203 160.4 57.6 22.39
1 94 121 33.5 22.88
1 50 102 17.3 16.63
1 180 163.3 57.9 21.71
1 35 97 12.3 13.07
0 144 152.7 44.3 19
1 153 167.4 54.5 19.45
0 163 160.1 44.3 17.28
0 45 100.5 12.9 12.77
0 235 190.9 126.6 34.74
0 239 183.2 96.5 28.75
1 60 110.6 17.2 14.06
1 44 100.5 15.9 15.74
0 69 115.5 20.5 15.37
1 140 146.7 44.54 20.7
0 218 168.3 58.1 20.51
1 29 82.3 11 16.24
0 193 168.9 52.5 18.4
1 150 149.7 59 26.33
0 59 115.9 22 16.38
1 92 117.5 22.5 16.3
0 185 174.3 76.9 25.31
0 37 95.4 15.1 16.59
0 93 125.5 30.1 19.11
0 107 126 26.1 16.44
1 122 131.1 27.4 15.94
0 202 178.3 69.4 21.83
1 197 156 49.8 20.46
0 112 154.4 57.9 24.29
0 30 91.5 12.5 14.93
0 131 147.9 45.3 20.71
0 153 145.3 39 18.47
0 185 160.9 49.2 19
1 130 134.7 30.7 16.92
1 115 137.7 41 21.62
0 156 140.1 27.7 14.11
0 182 159.2 41.2 16.26
1 198 160.6 65.3 25.32
0 211 178.6 70.4 22.07
0 203 173 54.3 18.14
0 42 102.2 16.5 15.8
1 225 168.9 97.5 34.18
0 168 159.5 54 21.23
1 65 110.3 17.4 14.3
0 91 122.7 24.1 16.01
1 96 128.2 32.3 19.65
1 214 167.4 62.3 22.23
1 185 156.2 76.5 31.35
1 239 158 87.8 35.17
1 147 144.6 80.1 38.31
0 180 172 72.5 24.51
1 69 115.9 19.74 14.7
1 137 139.6 35 17.96
1 179 153.8 51.7 21.86
1 102 139.2 40 20.64
0 158 161.7 50.7 19.39
1 149 158.8 54.84 21.75
1 106 132.4 30.4 17.34
0 210 172 57.4 19.4
1 175 167 58 20.8
1 65 110.4 19.4 15.92
0 78 123.8 26.7 17.42
0 111 135.7 38.1 20.69
1 92 126.9 29.2 18.13
1 112 129.1 23.1 13.86
0 179 174.1 78.4 25.87
1 82 116.3 24.8 18.34
1 230 148.3 70.4 32.01
0 194 169.2 51.5 17.99
1 59 101.9 15 14.45
0 163 175.2 83.8 27.3
0 190 176.1 60 19.35
1 197 155 48.2 20.06
1 75 120.9 23.7 16.21
1 193 161.9 66.1 25.22
1 147 154.1 47.7 20.09
0 87 128.1 22.9 13.96
0 147 147.7 36.8 16.87
1 149 167.7 71.9 25.57
0 193 174.7 94.3 30.9
0 167 172.7 59.44 19.93
1 57 105 19.7 17.87
1 48 107.8 20.4 17.55
0 237 168.8 57.1 20.04
0 157 168.8 56 19.65
1 66 109 18.5 15.57
1 77 116.5 22.5 16.58
1 143 159.9 58.94 23.05
1 39 102.8 19.1 18.07
0 164 168.7 56.6 19.89
0 128 142.6 34.4 16.92
1 99 130.1 25.1 14.83
0 123 144.1 45.4 21.86
1 130 153 41.9 17.9
0 107 138 40.6 21.32
1 207 169.7 65.5 22.74
1 193 157.4 61.6 24.86
1 158 157.1 46 18.64
0 163 159.1 91.5 36.15
1 54 109.2 18.7 15.68
0 102 126.7 28.1 17.5
1 234 159.7 63.9 25.05
0 91 111.6 18.2 14.61
1 207 177.9 94.3 29.8
0 192 185 103.4 30.21
1 160 154 50 21.08
1 126 141 45.9 23.09
0 160 155.3 67 27.78
1 119 139.5 34.1 17.52
1 80 115.3 27.2 20.46
1 215 165.6 66.8 24.36
0 219 170.6 51.2 17.59
1 99 128.9 24 14.44
1 160 156.4 51.6 21.09
1 237 163.4 76.1 28.5
1 60 111.1 20.2 16.37
0 152 151.7 52.9 22.99
0 179 173.5 55.4 18.4
1 235 159 61.9 24.48
1 203 166 57.6 20.9
0 117 147.3 45.5 20.97
1 150 155 55.2 22.98
0 145 143.2 29 14.14
0 188 170.3 46.54 16.05
0 49 103.8 16.6 15.41
0 107 137.1 30.9 16.44
0 83 126 26.5 16.69
1 93 123.6 23.64 15.47
1 163 170.3 72.6 25.03
1 108 128.8 24.4 14.71
1 203 153.1 51.6 22.01
1 175 159.1 50.5 19.95
1 136 145.8 55.5 26.11
1 63 115.8 21 15.66
1 108 121.5 27 18.29
1 192 161.3 67.94 26.11
0 28 90.3 13.9 17.05
1 202 164.4 52.1 19.28
0 143 143.6 30.5 14.79
0 101 132.6 25.5 14.5
0 233 171.1 71.7 24.49
1 181 159.1 73.6 29.08
1 101 127.3 24.6 15.18
1 137 139.3 32.1 16.54
0 106 146.4 45.9 21.42
0 192 172.1 68.5 23.13
0 161 151.1 47.4 20.76
0 164 160.6 73.3 28.42
0 115 137.8 27.5 14.48
0 63 119.7 34.8 24.29
1 166 150.5 52.9 23.36
1 159 161.4 56.9 21.84
1 110 134.8 25.7 14.14
0 154 170.8 85.2 29.21
0 220 186.3 92 26.51
1 115 138.4 49.7 25.95
1 162 161.4 65 24.95
0 155 171.4 71.6 24.37
0 118 127.4 24.2 14.91
0 176 164.8 66.3 24.41
1 227 161.1 57.3 22.08
0 146 145.1 35.1 16.67
1 79 117.4 22 15.96
1 36 93.2 13.7 15.77
0 150 145 49.3 23.45
1 172 159 49.6 19.62
0 36 100.6 17 16.8
0 138 152.3 46.4 20
0 132 142.2 38.4 18.99
1 151 157.2 52.1 21.08
1 73 118.3 19.2 13.72
0 227 192.5 71.1 19.19
1 156 146.5 40.8 19.01
1 216 133 67.5 38.16
1 189 153.4 48.5 20.61
0 153 155.9 42.7 17.57
1 213 168.8 78.1 27.41
0 200 186.3 73.1 21.06
1 159 151.5 37.74 16.44
0 34 94.3 14.7 16.53
0 41 100.1 16.3 16.27
0 192 168.2 53.2 18.8
0 157 159.6 37.3 14.64
1 155 162.6 107.7 40.74
0 144 149 54.3 24.46
1 170 159.8 66.8 26.16
0 199 171.2 80 27.29
0 238 158.1 61.44 24.58
1 186 161.2 89.8 34.56
0 209 189.4 154.8 43.15
0 198 178.8 61.8 19.33
1 203 167.4 56.7 20.23
1 166 166.3 44.9 16.24
1 141 153 35.8 15.29
0 122 136.7 31.9 17.07
1 106 128.3 27.4 16.65
0 167 154.8 49.2 20.53
1 124 138.8 43.1 22.37
0 198 178.2 88.5 27.87
1 175 169.5 63.3 22.03
1 228 151.4 54.3 23.69
1 48 108.5 16.4 13.93
0 111 138.2 37.8 19.79
1 217 159.7 51.6 20.23
1 189 159.4 64 25.19
0 167 160 59.7 23.32
0 163 162.4 79.8 30.26
1 163 159.2 40.2 15.86
0 204 166.2 107 38.74
0 27 90.3 13.7 16.8
1 203 160.9 49.4 19.08
0 175 163.8 58.4 21.77
0 215 173.8 80.1 26.52
0 191 164.4 59.3 21.94
1 135 147.1 36.5 16.87
1 134 141.9 31.5 15.64
1 216 158.9 61.9 24.52
1 198 158.5 49.1 19.54
0 148 148.5 46.7 21.18
0 166 171.4 100.4 34.18
0 199 182.7 72 21.57
0 117 148.1 46.3 21.11
0 34 94.6 14.1 15.76
1 204 149.2 38.9 17.47
0 111 148.6 36.5 16.53
0 186 182.6 58.7 17.61
0 47 103.3 17.7 16.59
1 152 155.2 50.54 20.98
0 221 177.7 81.9 25.94
1 129 144.4 34.7 16.64
1 166 171.4 78.2 26.62
1 44 95.1 13.6 15.04
0 148 149.5 53.1 23.76
0 203 173.9 63 20.83
1 63 109.7 18.74 15.57
0 31 94.3 14.8 16.64
1 26 84.6 12.9 18.02
1 164 151.8 70.7 30.68
0 213 164.3 58.3 21.6
0 158 156.6 57.8 23.57
1 163 159.5 83.7 32.9
1 86 123.6 26.5 17.35
0 229 185 108.1 31.59
0 31 86.7 11.6 15.43
0 194 178.5 69.3 21.75
0 172 176.5 69.5 22.31
1 169 161.2 52.74 20.3
1 25 86.5 13.7 18.31
1 91 121.9 21.9 14.74
1 207 156.3 68.34 27.97
0 60 111.6 20.4 16.38
0 125 140.1 42.4 21.6
0 74 121.5 26 17.61
1 225 166.3 73.3 26.5
0 147 154.8 37.9 15.82
1 212 164.9 63.3 23.28
0 200 187.8 72.4 20.53
0 234 171.2 65.3 22.28
1 47 107.9 19.9 17.09
1 52 107.9 17.3 14.86
1 170 166.6 80.7 29.08
1 147 134.7 27.8 15.32
1 112 128.2 21.8 13.26
0 180 183.7 113.6 33.66
1 67 113.4 20.2 15.71
0 214 163.6 62.5 23.35
1 53 101.9 16.4 15.79
1 60 105.1 15.4 13.94
1 219 161.5 96.2 36.88
0 38 93 13.5 15.61
1 166 165.9 87 31.61
0 192 180.4 83.4 25.63
1 234 155.8 55.1 22.7
0 110 126.1 28.6 17.99
1 220 161.9 109.8 41.89
0 92 133.1 46 25.97
1 98 131 35.1 20.45
0 89 121 26.74 18.26
1 153 146.7 36.2 16.82
1 214 162.1 51.7 19.68
0 89 138.2 44.2 23.14
0 152 161.4 48 18.43
0 180 172.3 66.84 22.51
0 130 143.8 47.1 22.78
0 27 94.5 12.5 14
1 202 158.4 58.8 23.44
1 47 98.2 17.5 18.15
0 165 165.1 79.4 29.13
0 185 165.7 51.2 18.65
0 130 129.6 25.5 15.18
1 218 176.5 62.8 20.16
1 95 127.1 26.1 16.16
0 113 135.2 30.1 16.47
1 241 164 64.5 23.98
1 49 103.6 17.9 16.68
1 215 164.7 74.5 27.46
0 227 181.6 87.1 26.41
1 186 153.6 44.44 18.84
1 33 89.4 12.2 15.26
1 180 150.8 43.1 18.95
0 41 103.8 16.9 15.69
1 72 115 18.4 13.91
1 67 119.3 26.9 18.9
1 184 163 60.2 22.66
0 212 170.7 92.6 31.78
1 105 131 33.7 19.64
0 153 155.4 40 16.56
0 52 108.2 16.8 14.35
1 221 148.7 44 19.9
0 213 179.8 66.4 20.54
0 195 174.4 65.9 21.67
1 29 89.6 13.7 17.06
1 109 140.3 35.8 18.19
0 105 130.9 37.4 21.83
1 171 157 49.6 20.12
1 39 97.8 14.9 15.58
0 77 124.9 29.1 18.65
0 180 176.2 80.9 26.06
0 56 116 21.3 15.83
1 209 160.2 46.4 18.08
0 97 125.8 22.5 14.22
0 178 177 63.4 20.24
1 173 162.4 48.4 18.35
1 206 160.5 63.8 24.77
1 219 154.8 63.14 26.35
1 123 149.6 46.4 20.73
1 50 101.1 15.5 15.16
0 231 172.9 57.7 19.3
1 149 163.4 56.4 21.12
1 162 145.1 44.2 20.99
0 105 139.9 47.2 24.12
1 151 159.9 53.7 21
0 98 132 29.2 16.76
1 186 165.5 84.5 30.85
0 101 129.9 28.3 16.77
1 225 166.8 70.9 25.48
0 156 158.6 36.4 14.47
1 54 106.3 17.1 15.13
1 84 128.2 24.8 15.09
1 90 123.7 24.9 16.27
1 167 177.2 100.9 32.13
1 41 95 14.1 15.62
0 158 164.6 55.2 20.37
1 218 170.6 61.3 21.06
0 175 157.4 49.7 20.06
1 193 171 101.7 34.78
0 209 168.3 60.6 21.39
1 53 96.7 12.8 13.69
1 169 161.3 50.1 19.26
1 28 86.6 11.7 15.6
0 33 96.7 15 16.04
0 112 136.4 48.6 26.12
0 81 127.7 26.7 16.37
0 52 109 18.3 15.4
1 99 133.2 30.8 17.36
0 222 183.2 105.94 31.57
0 206 169.5 81 28.19
1 124 156.8 56.3 22.9
1 139 150.8 37.8 16.62
0 147 164 53.4 19.85
0 194 167.8 56.9 20.21
0 200 166.4 47.4 17.12
1 68 114.4 25.4 19.41
1 171 149.4 42.14 18.88
0 150 165.6 57 20.79
1 111 145.7 33.7 15.87
0 100 131.6 38.3 22.12
1 201 159.9 62.2 24.33
0 202 167.1 78.8 28.22
0 210 174.9 59.7 19.52
1 146 144.6 46.2 22.1
1 187 162.6 52 19.67
1 164 160.1 52.2 20.37
0 42 100.6 15.3 15.12
1 174 156.1 45.2 18.55
1 124 142.4 32.5 16.03
1 177 166.5 63.4 22.87
0 237 190.4 152.6 42.09
0 87 137.4 44.4 23.52
0 229 156.4 75.9 31.03
0 90 132.9 43.4 24.57
0 166 152.6 41.8 17.95
0 109 130.8 32.7 19.11
0 26 84.6 11.3 15.79
0 231 190 79.9 22.13
0 136 143.1 33.3 16.26
1 142 159.6 65 25.52
0 236 178.8 70.4 22.02
0 152 164.8 68.4 25.18
1 73 118 20.3 14.58
1 187 153.5 51.14 21.7
1 65 108.5 19.6 16.65
1 147 159 49.8 19.7
0 97 125.9 27.1 17.1
1 102 147.8 41.4 18.95
1 143 142.6 29.8 14.65
0 99 124.3 28.5 18.45
1 68 110.8 17.1 13.93
0 148 150 36.4 16.18
1 228 166.3 96.4 34.86
0 81 123.2 30.1 19.83
1 161 168.2 53.8 19.02
0 190 170.1 58.9 20.36
1 218 159.2 73.1 28.84
0 168 187.8 97.5 27.64
0 213 172.5 62.6 21.04
0 77 119.5 21.7 15.2
1 123 137.2 31.6 16.79
1 193 160.4 59.1 22.97
1 207 166.3 120.4 43.54
1 175 155.9 47.4 19.5
0 188 166.7 52.7 18.96
0 215 180.2 61 18.79
1 33 92.6 12.4 14.46
0 189 171.9 116.2 39.32
1 106 129.6 28 16.67
1 41 96.7 13.4 14.33
1 59 114 19 14.62
0 195 181 67.3 20.54
0 211 178 69.6 21.97
1 213 160.4 89.2 34.67
1 123 152.7 37 15.87
1 58 110.4 19.6 16.08
1 38 92.1 12.8 15.09
0 172 166.1 123.2 44.66
0 28 96.4 13.3 14.31
1 59 104.9 17.6 15.99
0 96 124.5 19.1 12.32
0 152 140.7 32.6 16.47
0 136 144.5 33.3 15.95
0 149 158.4 44.9 17.9
0 30 90.4 12.9 15.79
0 238 173.1 57.7 19.26
1 96 139.2 42.5 21.93
0 33 89.3 12.4 15.55
1 201 163.9 56.7 21.11
1 170 147.3 45.3 20.88
1 162 151 53.4 23.42
1 52 99.6 15.7 15.83
1 226 169.1 81.5 28.5
1 197 173.8 81.4 26.95
0 181 174.2 71.5 23.56
0 144 141.3 43.2 21.64
1 68 111.5 17.2 13.83
1 108 130.2 27.9 16.46
1 156 147.5 46.3 21.28
1 59 117.7 21.1 15.23
0 73 105 16.3 14.78
1 99 136.7 28.1 15.04
1 95 126.8 26.5 16.48
1 193 166.8 58.5 21.03
1 142 149.9 49.9 22.21
1 224 165.3 80 29.28
0 29 86.1 13.1 17.67
1 114 136.5 32.3 17.34
0 176 158.2 41.7 16.66
0 202 160 71.4 27.89
1 113 144.4 41.8 20.05
0 36 98.9 17 17.38
1 168 155.3 55.7 23.09
0 214 168.2 62.7 22.16
1 58 99.6 17 17.14
0 140 142.8 45.5 22.31
0 27 84.8 9.7 13.49
0 153 151.6 37.5 16.32
0 149 146.5 37.2 17.33
1 143 151.2 43.8 19.16
1 103 133.5 37.14 20.84
1 207 164.8 55.7 20.51
0 234 165.3 58.3 21.34
1 237 178.2 102.5 32.28
1 153 161.9 93.5 35.67
1 76 122.3 25 16.71
1 169 154.5 85.4 35.78
0 106 133.5 36.8 20.65
1 192 167.4 90.9 32.44
0 186 173.5 79.4 26.38
1 214 161.4 62.8 24.11
1 48 102 19.1 18.36
1 147 146.5 36.5 17.01
0 133 142.1 42.2 20.9
1 212 162.3 55 20.88
1 211 157.4 61.3 24.74
1 98 125.4 29.4 18.7
1 91 131.3 39.2 22.74
1 177 158.1 49.3 19.72
0 150 156.1 54.4 22.33
0 163 162.9 53.1 20.01
0 51 108.2 19.6 16.74
1 100 127.1 32.1 19.87
1 80 113.2 18.4 14.36
1 159 156.6 53 21.61
1 195 173.1 82.3 27.47
0 200 176.6 62 19.88
0 234 166.5 90.5 32.65
1 228 159.1 48.4 19.12
1 114 137.9 39.2 20.61
1 35 95.6 13 14.22
1 161 160.6 100.7 39.04
1 35 98 13.4 13.95
1 175 150.3 62.04 27.46
0 193 179.5 70.2 21.79
1 154 164.2 67.3 24.96
0 115 128.5 23.8 14.41
0 66 108.4 16.6 14.13
0 25 94.4 16.3 18.29
0 79 111.9 19.3 15.41
1 94 129 24.6 14.78
1 93 130.3 27.6 16.26
0 63 112.5 20.6 16.28
0 169 170.1 74.64 25.8
0 131 146 35.9 16.84
0 232 181.2 71.9 21.9
1 220 160.3 51.3 19.96
0 221 175.3 61.6 20.05
1 138 149 32.4 14.59
1 216 162.5 88 33.33
0 237 168.5 64.2 22.61
0 122 147.6 41.7 19.14
1 88 113.9 16.9 13.03
0 136 144.5 47.4 22.7
1 238 156.2 53.3 21.85
1 90 121.1 22.9 15.62
1 50 100.5 14.9 14.75
0 160 165.9 48.2 17.51
1 150 154.1 81.6 34.36
1 152 155.1 52.5 21.82
1 65 114.6 25.4 19.34
1 216 155.6 61.6 25.44
0 210 171.8 75.1 25.44
0 86 115 35.7 26.99
1 235 174.3 70.9 23.34
0 48 101.1 15.6 15.26
1 176 158.9 51.5 20.4
1 206 159.2 46.7 18.43
1 69 123.8 31.6 20.62
1 175 165.6 67.1 24.47
1 227 155.2 102.9 42.72
1 33 92 12.6 14.89
0 210 170.8 62.5 21.42
0 31 97.4 20.9 22.03
1 137 148.9 44 19.85
1 147 158.4 39.9 15.9
0 220 178.1 73.9 23.3
1 203 166.6 95.6 34.44
0 174 180.2 63.8 19.65
1 171 159.2 52.9 20.87
0 199 181.6 70.6 21.41
1 72 106.7 15.9 13.97
1 88 121.5 25.2 17.07
1 214 168.2 58.7 20.75
0 193 172.9 65 21.74
1 129 145.5 63.4 29.95
1 120 128.2 27.7 16.85
0 132 130.2 31.1 18.35
1 154 164.9 61.1 22.47
1 99 122.2 25.5 17.08
0 100 123.6 26.3 17.22
1 237 161.1 80.6 31.06
0 86 122.6 24.8 16.5
0 178 159.5 91.84 36.1
0 206 175.5 76.3 24.77
0 177 169.5 84.24 29.32
0 188 157.5 83.3 33.58
0 28 88.4 12.8 16.38
1 118 149.5 46.6 20.85
0 36 92.3 14 16.43
0 208 164.3 71.1 26.34
0 196 158 53.7 21.51
1 63 111.4 20.3 16.36
0 225 176.1 110.34 35.58
1 229 155.5 39.3 16.25
0 187 176.3 57.8 18.6
1 157 173.4 59.5 19.79
1 173 168.3 59.1 20.87
1 55 109.7 19.2 15.95
1 147 165.3 57.4 21.01
0 142 159.2 50.7 20
1 143 145.9 40.2 18.88
1 85 128.4 43 26.08
0 169 182.6 53.3 15.99
1 190 163 57.4 21.6
1 221 164.6 73.5 27.13
0 34 91.3 14.3 17.16
0 85 128.9 25.8 15.53
1 171 167.5 74 26.38
1 224 169.6 100.2 34.84
0 237 180.9 82.2 25.12
0 159 179.3 65.6 20.41
0 195 166.2 64.4 23.31
0 72 111.8 22.7 18.16
1 167 145.3 42.34 20.05
1 176 176.9 53 16.94
0 187 165.2 49.8 18.25
0 232 169.8 65.7 22.79
0 155 167.4 58.6 20.91
0 180 174.1 89.6 29.56
1 137 169.3 55.4 19.33
1 151 152.6 46.7 20.05
1 237 151.4 48.8 21.29
0 219 169.8 59.6 20.67
1 192 149.6 46.74 20.88
1 62 113.6 23.3 18.06
0 176 183.2 74.1 22.08
1 101 130.3 29.7 17.49
0 161 176.6 60 19.24
0 146 163.9 53.9 20.06
1 223 161.1 87 33.52
0 143 149.1 46.3 20.83
1 230 160.2 77.2 30.08
1 167 153.1 56.54 24.12
0 59 107.7 17.8 15.35
1 181 170.6 74.5 25.6
1 234 156.1 62.54 25.67
0 41 93.5 12.7 14.53
1 231 162.8 61.3 23.13
0 144 155.8 48 19.77
0 217 175.6 58.2 18.87
0 165 163.2 78.9 29.62
0 121 126.7 40 24.92
0 187 170.1 93 32.14
0 69 122.8 26.4 17.51
0 47 103.5 20 18.67
0 72 115.8 23.7 17.67
1 120 151.3 50.8 22.19
0 145 142.8 32.2 15.79
1 108 142.5 43.5 21.42
0 57 106 16.8 14.95
0 206 175.6 65.4 21.21
0 106 121.6 21.54 14.57
0 167 177 72.7 23.21
0 130 134.1 26 14.46
0 33 92 15.6 18.43
0 65 123.9 29.7 19.35
0 205 171.7 127 43.08
1 240 162.6 51.3 19.4
0 201 166.4 57.7 20.84
1 49 96.8 14.2 15.15
0 220 175.8 64.6 20.9
1 108 121.8 22.7 15.3
0 83 119.7 22.3 15.56
1 37 96.6 13.8 14.79
0 212 173.9 67.3 22.25
1 216 147.8 66.2 30.3
1 167 180.5 97.7 29.99
0 228 178 83.9 26.48
0 74 111.4 24.8 19.98
1 25 84.6 12.9 18.02
0 135 156.7 53.8 21.91
0 189 175.2 74.8 24.37
1 239 154.6 68.1 28.49
1 218 166.2 92 33.31
0 71 116.5 20.4 15.03
1 222 166.5 57.1 20.6
1 34 88.9 11.1 14.04
0 206 186 65.3 18.88
1 156 156.8 49.5 20.13
1 135 178.2 105.1 33.1
1 129 153.1 42 17.92
1 161 156.6 58.4 23.81
1 59 106.2 16 14.19
0 44 99.7 15.3 15.39
1 40 94.5 13.1 14.67
0 68 115.6 26.1 19.53
0 192 156 58.7 24.12
1 71 115.2 24.2 18.24
0 134 139.4 48.2 24.8
1 130 148.7 36.5 16.51
0 45 102.1 17 16.31
1 77 115.8 21.5 16.03
1 153 158.3 52.4 20.91
0 171 175.8 53.3 17.25
0 198 168.1 62.1 21.98
1 55 108.1 17.4 14.89
0 79 114.1 20.2 15.52
1 101 138.2 45.3 23.72
1 44 97.2 15.5 16.41
0 205 165.7 56.1 20.43
0 83 118.9 25.9 18.32
0 170 179.4 76.5 23.77
1 144 161.9 60.7 23.16
0 201 180.1 76.1 23.46
1 98 133.3 35.6 20.04
0 182 174.4 97.6 32.09
0 79 122.3 22.3 14.91
1 153 162.5 88.54 33.53
0 237 168.6 66.3 23.32
1 89 122 24.9 16.73
1 40 95.8 13.8 15.04
1 160 154.9 71.5 29.8
0 101 134.4 29.7 16.44
1 80 120.8 36.7 25.15
0 210 178.5 64.7 20.31
0 160 181.6 72.7 22.04
1 148 153.9 54.4 22.97
1 227 149.2 115.1 51.71
1 69 121.9 22.64 15.24
0 40 93.9 13.6 15.42
0 46 105.2 19.6 17.71
0 95 131.5 34.4 19.89
0 204 182.3 64 19.26
0 180 175.9 87.4 28.25
0 73 116.9 21.1 15.44
1 240 174.5 59.8 19.64
1 109 134.6 34.2 18.88
1 234 176.4 75.8 24.36
0 162 177.5 87.8 27.87
1 100 123.7 33.6 21.96
1 174 154.5 49.6 20.78
0 175 178.8 88.5 27.68
0 225 167.8 99.8 35.44
0 146 155.1 41.5 17.25
0 90 124 24.4 15.87
1 109 132.8 31.7 17.97
0 128 141.1 34.74 17.45
1 182 168.2 57.6 20.36
1 157 154.6 71.5 29.91
1 206 154 60.3 25.43
1 210 153.8 62.8 26.55
0 95 129.8 26.8 15.91
0 231 179.9 63.7 19.68
1 192 145 42 19.98
1 142 151.9 41.7 18.07
0 168 171.8 90.2 30.56
0 164 176 53.3 17.21
1 94 139 48.6 25.15
1 200 164.9 73.9 27.18
0 39 101.6 14.7 14.24
1 81 121.9 43.2 29.07
0 39 92.3 13.4 15.73
0 85 113.5 20 15.53
0 35 91.2 14.5 17.43
0 160 154.7 48.2 20.14
0 84 116.7 22.3 16.37
0 148 146 43.4 20.36
0 175 164.3 52.8 19.56
0 158 166.8 58.9 21.17
1 150 155.2 76 31.55
0 26 88.5 12.7 16.22
1 185 157 58.4 23.69
0 137 150 36.3 16.13
0 86 114.4 18.2 13.91
0 150 147.1 37 17.1
0 85 119.1 23.8 16.78
1 136 152.5 57.5 24.72
1 111 138.3 29.1 15.21
1 149 154.6 64.2 26.86
0 130 141 30.9 15.54
0 91 131.7 32.4 18.68
1 210 161.4 60.1 23.07
1 69 110.4 18.4 15.1
0 142 152.4 43.4 18.69
1 177 156.5 57 23.27
1 162 174.2 66.5 21.91
0 56 107.1 19.3 16.83
1 177 161.2 45 17.32
1 179 158.4 61.8 24.63
0 32 97.1 15.6 16.55
0 99 131.4 27.2 15.75
0 85 121.8 21.9 14.76
0 27 88.5 12.2 15.58
0 124 140.9 29.1 14.66
1 144 147.9 37.7 17.23
1 234 151.7 49.4 21.47
0 240 162.9 66.6 25.1
1 193 163 51.6 19.42
0 157 159.5 46.3 18.2
1 84 120.2 21.5 14.88
0 220 174 86.1 28.44
1 164 169 63.7 22.3
1 151 159.1 73.7 29.12
0 160 160.6 81.4 31.56
0 39 92.7 13.7 15.94
1 151 154.7 47.7 19.93
0 91 125.1 20.3 12.97
1 167 153.5 67.7 28.73
0 58 106.1 17.1 15.19
0 163 156.3 73.7 30.17
0 32 95.2 23.3 25.71
0 60 110.1 17.5 14.44
0 104 140.2 51.74 26.32
1 205 163.5 74.8 27.98
1 104 139.7 35.6 18.24
0 116 133.1 30.2 17.05
1 97 125.9 24.7 15.58
0 236 168.1 67.2 23.78
0 37 96.8 15.9 16.97
0 213 173.3 90.1 30
1 230 164.7 56.3 20.75
1 178 158.3 84.6 33.76
1 101 132.7 27.1 15.39
1 150 153.9 37.4 15.79
1 124 132.3 27.9 15.94
1 137 137.8 39.7 20.91
0 41 96.6 15.5 16.61
1 54 112.6 20.2 15.93
0 208 181.5 64.4 19.55
0 52 108.2 19.8 16.91
1 221 149.5 48.4 21.66
0 115 132.9 26.4 14.95
1 35 94.1 14.6 16.49
1 160 162 51.3 19.55
0 29 85.5 12.4 16.96
0 35 82.7 9.7 14.18
0 224 167.5 56.5 20.14
1 115 133.9 34.2 19.08
0 209 171.3 153.7 52.38
0 102 138.3 36.1 18.87
0 183 168.4 58.9 20.77
1 221 163.3 51.5 19.31
1 101 118.5 21 14.95
1 216 163.2 55.7 20.91
0 132 156.6 45.8 18.68
0 158 147.7 40.1 18.38
0 85 119.4 20.2 14.17
0 198 178.3 69.5 21.86
0 207 163.6 53.9 20.14
1 129 146.7 53.7 24.95
1 59 110.2 18.6 15.32
1 135 156.1 68.44 28.09
1 120 137.7 31.3 16.51
1 229 160.8 53.8 20.81
1 165 151.3 53 23.15
0 107 133.3 39.9 22.45
1 149 153 44.8 19.14
1 98 137.3 40.5 21.48
0 160 164.7 65.6 24.18
1 196 171.5 71.4 24.28
1 66 110.8 21.9 17.84
1 156 155.5 65.8 27.21
1 188 163.2 57.3 21.51
0 80 124.9 25.54 16.37
1 224 167.3 49.5 17.69
1 73 115.1 21.5 16.23
1 82 120 29.84 20.72
0 40 93 12.9 14.92
0 119 139.7 26.7 13.68
1 146 158.4 82.8 33
1 135 150.1 34.2 15.18
1 174 168.4 56.3 19.85
1 225 165.9 95.8 34.81
0 222 181 71.5 21.82
1 53 108.4 17.3 14.72
0 195 179.5 53.5 16.6
0 201 176 135.4 43.71
1 173 165.4 71.3 26.06
0 64 108.7 17.6 14.9
0 105 143.1 38.3 18.7
1 232 162.2 44.6 16.95
1 153 171.2 80.3 27.4
1 133 148.8 57.9 26.15
